empresa_id,rubro,anio,mes,mes_inicio,ingresos_15,gastos_fijos_15,gastos_variables_15,gastos_totales_15,ventas_15,activos_corrientes_15,pasivos_corrientes_15,margen_ganancia_15,liquidez_corriente_15,riesgo_15,prob_riesgo_15,ingresos_mes,gastos_fijos_mes,gastos_variables_mes,gastos_totales_mes,ventas_mes,activos_corrientes_mes,pasivos_corrientes_mes,utilidad_mes,margen_ganancia_mes,liquidez_corriente_mes,riesgo_fin_mes,prob_riesgo_fin_mes,mes_bueno,es_sintetico,riesgo_original_dataset
E015,Manufactura,2023,12,2023-12-01,1997.08,799.68,508.9,1308.58,34,12985.74,12466.64,0.344753,1.041639,MEDIO,0.4871,4107.99,1676.16,1108.32,2784.49,66,13112.71,12520.81,1323.51,0.322178,1.047273,MEDIO,0.4945,1,1,
E015,Manufactura,2024,1,2024-01-01,1919.92,720.69,469.08,1189.78,25,8651.08,7586.09,0.380298,1.140386,BAJO,0.4515,3515.17,1452.45,941.41,2393.86,44,9107.95,7788.63,1121.31,0.318991,1.16939,MEDIO,0.4663,1,1,
E015,Manufactura,2024,2,2024-02-01,1894.52,1368.44,612.0,1980.44,27,12903.94,9983.0,-0.045351,1.292593,MEDIO,0.6483,4597.08,1961.41,1275.47,3236.88,61,12887.74,10391.5,1360.2,0.295884,1.240219,MEDIO,0.457,1,1,
E015,Manufactura,2024,3,2024-03-01,2030.25,867.82,541.81,1409.63,37,13801.7,13565.58,0.305687,1.017406,MEDIO,0.5077,3785.68,1522.34,970.45,2492.8,66,14659.87,13061.64,1292.89,0.34152,1.122361,MEDIO,0.4695,1,1,
E015,Manufactura,2024,4,2024-04-01,3503.76,1225.67,1001.19,2226.86,39,16035.3,10953.75,0.364437,1.46391,BAJO,0.3665,5331.04,2154.2,1536.87,3691.08,66,16173.42,10831.27,1639.96,0.307625,1.493216,BAJO,0.3798,1,1,
E015,Manufactura,2024,5,2024-05-01,3959.02,1597.6,1220.43,2818.04,75,14460.67,12850.87,0.288198,1.125268,MEDIO,0.4905,7094.42,3143.46,2344.12,5487.58,145,14647.23,12692.03,1606.85,0.226494,1.15405,MEDIO,0.5133,1,1,
E015,Manufactura,2024,6,2024-06-01,1558.36,597.49,483.95,1081.44,25,7512.87,8041.87,0.30604,0.93422,MEDIO,0.5236,2824.04,1298.79,879.42,2178.21,48,7608.32,7680.69,645.83,0.228691,0.990577,MEDIO,0.5495,1,1,
E015,Manufactura,2024,7,2024-07-01,2051.92,657.89,634.33,1292.22,22,8748.4,7142.74,0.370237,1.224795,BAJO,0.4326,3485.12,1320.78,1071.76,2392.54,39,8865.3,7132.95,1092.57,0.313497,1.242866,MEDIO,0.4488,1,1,
E015,Manufactura,2024,8,2024-08-01,1830.32,1341.99,529.18,1871.16,22,12698.29,12290.68,-0.022314,1.033164,ALTO,0.6995,4695.26,2052.68,1315.03,3367.71,60,13139.22,12441.79,1327.54,0.282742,1.056056,MEDIO,0.5093,1,1,
E015,Manufactura,2024,9,2024-09-01,2958.04,923.41,895.43,1818.84,50,7721.72,7797.76,0.385121,0.990248,MEDIO,0.4839,4289.12,1808.17,1395.54,3203.71,75,7905.85,7328.92,1085.41,0.25306,1.07872,MEDIO,0.5181,1,1,
E015,Manufactura,2024,10,2024-10-01,1435.58,765.12,521.91,1287.03,20,10182.79,8971.15,0.10348,1.13506,MEDIO,0.5916,2944.89,1295.29,1074.4,2369.69,46,9736.84,8627.24,575.2,0.195322,1.128616,MEDIO,0.5368,1,1,
E015,Manufactura,2024,11,2024-11-01,1862.42,936.81,703.81,1640.63,34,7458.21,7033.14,0.119089,1.060437,MEDIO,0.5992,3653.71,1750.03,1281.9,3031.93,64,7604.47,6674.28,621.78,0.170177,1.139371,MEDIO,0.5487,1,1,
E015,Manufactura,2024,12,2024-12-01,1329.88,778.1,393.19,1171.29,27,7903.32,7470.93,0.119251,1.057876,MEDIO,0.5997,3480.84,1461.86,941.83,2403.69,66,7789.61,7462.46,1077.14,0.30945,1.04384,MEDIO,0.5004,1,1,
E015,Manufactura,2025,1,2025-01-01,2494.68,829.4,834.01,1663.41,37,11155.41,9201.55,0.333218,1.212341,BAJO,0.4493,4440.47,2011.15,1561.15,3572.3,62,10939.59,8659.84,868.17,0.195512,1.263255,MEDIO,0.5009,1,1,
E015,Manufactura,2025,2,2025-02-01,2307.62,930.28,710.6,1640.88,46,17251.39,14519.5,0.288932,1.188153,BAJO,0.4741,5001.88,1986.15,1681.82,3667.97,110,17303.18,14102.27,1333.92,0.266683,1.226978,MEDIO,0.4739,1,1,
E015,Manufactura,2025,3,2025-03-01,2474.82,535.97,605.97,1141.94,46,9315.03,7301.35,0.538574,1.275796,BAJO,0.3772,4422.13,1810.16,1102.33,2912.49,82,9701.93,7334.29,1509.63,0.341382,1.322817,BAJO,0.4154,1,1,
E015,Manufactura,2025,4,2025-04-01,2255.05,1275.53,1145.34,2420.87,32,7071.13,6313.45,-0.073532,1.12001,ALTO,0.7122,3848.34,1749.36,1878.23,3627.6,55,7378.77,6320.07,220.75,0.057361,1.167515,ALTO,0.614,1,1,
E015,Manufactura,2025,5,2025-05-01,2914.27,1885.27,855.4,2740.66,56,14407.18,12315.51,0.05957,1.16984,MEDIO,0.6119,6165.31,2690.77,1780.73,4471.49,130,15275.12,11931.58,1693.81,0.274733,1.280225,MEDIO,0.4553,1,1,
E015,Manufactura,2025,6,2025-06-01,2453.56,1255.52,913.08,2168.6,36,9053.74,7509.4,0.116141,1.205655,MEDIO,0.565,4322.97,1917.07,1485.16,3402.23,58,8954.44,7202.86,920.74,0.212988,1.243178,MEDIO,0.4968,1,1,
E015,Manufactura,2025,7,2025-07-01,1303.73,800.38,392.36,1192.74,17,7046.73,6581.88,0.085133,1.070625,MEDIO,0.6191,3187.87,1382.8,964.28,2347.08,39,7091.41,6298.65,840.79,0.263747,1.125863,MEDIO,0.5017,1,1,
E015,Manufactura,2025,8,2025-08-01,3049.98,1370.73,1488.23,2858.96,38,15390.21,10143.23,0.062632,1.517289,MEDIO,0.5119,5624.98,2403.54,2643.49,5047.03,65,15155.28,10315.03,577.95,0.102747,1.469243,MEDIO,0.4989,1,1,
E015,Manufactura,2025,9,2025-09-01,2834.03,1234.39,791.89,2026.28,31,10110.87,10096.34,0.285018,1.001439,MEDIO,0.5199,5414.95,2477.66,1553.08,4030.74,64,10509.14,9750.53,1384.21,0.255628,1.077802,MEDIO,0.5171,1,1,
E015,Manufactura,2025,10,2025-10-01,2383.85,941.36,708.17,1649.53,37,7401.72,7842.52,0.308038,0.943793,MEDIO,0.521,4646.99,1765.93,1436.11,3202.04,78,7475.96,7582.15,1444.95,0.310943,0.985994,MEDIO,0.5119,1,1,
E015,Manufactura,2025,11,2025-11-01,3044.48,1136.54,855.36,1991.9,32,11597.38,10777.05,0.345734,1.076118,MEDIO,0.479,5264.37,2187.01,1508.58,3695.59,52,11823.43,10779.97,1568.78,0.297999,1.096796,MEDIO,0.4932,1,1,
E015,Manufactura,2025,12,2025-12-01,1135.27,747.96,331.79,1079.75,26,8089.72,6884.99,0.048908,1.17498,MEDIO,0.6177,3012.01,1457.68,873.19,2330.87,67,8077.75,6859.35,681.14,0.226142,1.177627,MEDIO,0.5074,1,1,
E016,Comercio,2021,1,2021-01-01,6739.41,3398.88,1731.21,5130.09,92,35032.33,29890.55,0.238793,1.17202,MEDIO,0.5023,14763.97,6992.7,4143.51,11136.21,226,36810.52,28267.42,3627.76,0.245717,1.302224,MEDIO,0.4631,1,1,
E016,Comercio,2021,2,2021-02-01,7428.13,2606.37,2033.53,4639.9,93,54053.48,44011.29,0.375361,1.228173,BAJO,0.43,14356.72,6248.35,4280.71,10529.06,195,57926.46,43254.3,3827.66,0.266611,1.339207,MEDIO,0.4424,1,1,
E016,Comercio,2021,3,2021-03-01,4771.53,1896.59,1377.35,3273.94,98,24649.55,18503.94,0.313859,1.332125,BAJO,0.4235,8612.71,3928.88,2432.22,6361.1,166,26512.9,18804.24,2251.61,0.261429,1.409942,BAJO,0.4244,1,1,
E016,Comercio,2021,4,2021-04-01,5229.99,4382.77,1382.15,5764.92,97,36776.23,44116.38,-0.102281,0.833618,ALTO,0.7847,15971.27,7417.97,4213.09,11631.05,294,39066.08,43388.54,4340.21,0.271751,0.900378,MEDIO,0.5445,1,1,
E016,Comercio,2021,5,2021-05-01,6652.27,3099.37,1859.96,4959.32,72,29741.74,25376.1,0.254491,1.172038,MEDIO,0.4944,10800.41,4660.1,2931.38,7591.48,121,29970.71,25341.46,3208.93,0.297112,1.182675,MEDIO,0.472,1,1,
E016,Comercio,2021,6,2021-06-01,4636.74,1516.4,1219.69,2736.09,81,27511.62,28464.54,0.409911,0.966523,MEDIO,0.481,9255.07,3673.45,2590.38,6263.83,154,28347.25,27414.89,2991.24,0.3232,1.034009,MEDIO,0.497,1,1,
E016,Comercio,2021,7,2021-07-01,6527.32,2215.43,1816.03,4031.47,111,20862.16,17767.08,0.382371,1.174203,BAJO,0.4421,9662.66,4202.32,2840.25,7042.57,163,21765.33,17342.55,2620.09,0.271156,1.255025,MEDIO,0.4641,1,1,
E016,Comercio,2021,8,2021-08-01,5358.34,3533.04,1286.81,4819.85,106,29803.42,32310.4,0.100495,0.922409,MEDIO,0.6387,11197.47,5175.32,2525.93,7701.25,193,32532.06,30934.94,3496.22,0.312233,1.051628,MEDIO,0.4976,1,1,
E016,Comercio,2021,9,2021-09-01,6975.53,2924.83,2239.95,5164.77,115,32773.86,31873.1,0.259588,1.028261,MEDIO,0.5262,12089.57,5018.55,3651.98,8670.53,202,32089.73,30806.79,3419.04,0.282809,1.041645,MEDIO,0.5125,1,1,
E016,Comercio,2021,10,2021-10-01,4199.97,1771.03,1122.38,2893.41,56,13561.41,11519.13,0.311088,1.177294,BAJO,0.4675,6706.04,2907.81,1685.72,4593.53,92,13689.74,11560.28,2112.51,0.315016,1.184205,MEDIO,0.4641,1,1,
E016,Comercio,2021,11,2021-11-01,6664.58,3045.73,1860.37,4906.11,112,26221.52,21852.73,0.263854,1.19992,MEDIO,0.4825,13609.66,6408.98,3610.87,10019.85,220,27134.88,21849.07,3589.8,0.263769,1.241924,MEDIO,0.4712,1,1,
E016,Comercio,2021,12,2021-12-01,2387.55,1143.08,563.14,1706.21,37,11047.05,10910.06,0.285369,1.012556,MEDIO,0.5175,5780.72,2238.78,1465.05,3703.83,90,11274.71,11023.02,2076.89,0.359279,1.022834,MEDIO,0.4859,1,1,
E016,Comercio,2022,1,2022-01-01,4359.54,1954.03,1319.8,3273.82,71,23253.69,21922.48,0.249044,1.060724,MEDIO,0.5242,10199.08,4132.93,2955.19,7088.12,181,23079.48,21971.03,3110.96,0.305024,1.050451,MEDIO,0.5008,1,1,
E016,Comercio,2022,2,2022-02-01,8685.04,5017.89,2069.71,7087.6,246,49212.68,51819.88,0.18393,0.949687,MEDIO,0.5821,17077.24,8403.09,4187.31,12590.39,476,51986.57,49467.42,4486.84,0.262738,1.050926,MEDIO,0.5198,1,1,
E016,Comercio,2022,3,2022-03-01,5725.89,2222.01,1678.52,3900.53,163,17829.7,16172.07,0.318791,1.1025,MEDIO,0.4831,8158.69,3503.92,2612.85,6116.77,223,18340.82,15055.54,2041.91,0.250275,1.218211,MEDIO,0.4842,1,1,
E016,Comercio,2022,4,2022-04-01,4663.03,2790.49,1033.12,3823.61,73,28312.99,22946.55,0.180016,1.233867,MEDIO,0.518,10088.1,4546.27,2485.03,7031.31,163,28565.08,21156.12,3056.8,0.30301,1.350204,BAJO,0.4228,1,1,
E016,Comercio,2022,5,2022-05-01,6496.36,1459.54,2044.21,3503.75,127,22652.67,20358.61,0.46066,1.112682,BAJO,0.436,10741.39,4916.51,3506.55,8423.07,216,23085.66,19760.03,2318.33,0.215831,1.168301,MEDIO,0.5153,1,1,
E016,Comercio,2022,6,2022-06-01,3087.99,2032.23,729.33,2761.56,38,13491.88,12097.13,0.105709,1.115296,MEDIO,0.595,7104.82,3372.39,1843.2,5215.59,87,13740.51,12413.64,1889.23,0.265908,1.106888,MEDIO,0.5053,1,1,
E016,Comercio,2022,7,2022-07-01,6412.91,2866.16,1280.2,4146.36,93,32663.35,25611.73,0.353435,1.275328,BAJO,0.4245,10196.05,4290.16,2260.08,6550.24,155,33488.96,25511.76,3645.82,0.357571,1.312687,BAJO,0.4124,1,1,
E016,Comercio,2022,8,2022-08-01,6065.36,3766.89,1682.78,5449.67,117,26751.1,26935.39,0.101509,0.993158,MEDIO,0.6249,14797.58,6461.56,3900.24,10361.81,275,29233.83,25411.23,4435.77,0.299763,1.15043,MEDIO,0.4792,1,1,
E016,Comercio,2022,9,2022-09-01,6879.24,3433.48,1485.38,4918.85,85,44862.25,38928.65,0.284971,1.152422,MEDIO,0.4852,12148.37,5355.78,2693.65,8049.43,156,45294.12,37674.37,4098.94,0.337407,1.202253,MEDIO,0.4505,1,1,
E016,Comercio,2022,10,2022-10-01,5366.9,2099.32,1318.03,3417.35,82,23896.34,19357.0,0.363255,1.234506,BAJO,0.4324,7740.99,3228.44,1967.03,5195.47,117,22908.82,18837.08,2545.53,0.328837,1.216155,MEDIO,0.45,1,1,
E016,Comercio,2022,11,2022-11-01,4163.0,2086.24,692.44,2778.68,77,23177.45,19899.74,0.33253,1.164711,BAJO,0.4622,7567.47,3347.83,1502.23,4850.06,136,23838.17,19529.32,2717.42,0.359091,1.220635,MEDIO,0.4376,1,1,
E016,Comercio,2022,12,2022-12-01,5310.58,2086.69,1259.71,3346.39,65,16570.71,16141.53,0.369864,1.026589,MEDIO,0.4814,7910.28,3552.66,1818.95,5371.61,97,16718.92,15986.24,2538.67,0.320933,1.045832,MEDIO,0.4953,1,1,
E016,Comercio,2023,1,2023-01-01,4104.5,2155.02,1141.14,3296.16,53,15890.16,12939.29,0.196941,1.228055,MEDIO,0.5098,8249.65,3653.22,2442.5,6095.72,99,16156.3,12472.16,2153.93,0.261093,1.29539,MEDIO,0.4575,1,1,
E016,Comercio,2023,2,2023-02-01,5624.88,2493.99,1608.3,4102.29,71,25341.27,28322.93,0.270688,0.894726,MEDIO,0.5459,10017.87,3960.74,2510.67,6471.41,131,26676.45,27855.9,3546.46,0.354014,0.957659,MEDIO,0.5007,1,1,
E016,Comercio,2023,3,2023-03-01,4286.51,2248.2,1364.07,3612.27,91,25866.39,26405.13,0.157293,0.979597,MEDIO,0.5923,10908.57,5183.48,2820.35,8003.83,203,25774.42,24929.84,2904.75,0.266281,1.033878,MEDIO,0.5218,1,1,
E016,Comercio,2023,4,2023-04-01,8330.68,3700.5,1926.3,5626.79,179,23320.49,23828.18,0.324569,0.978694,MEDIO,0.5078,12469.51,5451.69,3063.09,8514.78,283,24856.86,22063.85,3954.73,0.317152,1.126588,MEDIO,0.4779,1,1,
E016,Comercio,2023,5,2023-05-01,5514.0,2743.17,1325.54,4068.71,106,23278.81,19689.43,0.262112,1.182299,MEDIO,0.488,10875.39,4803.93,2779.21,7583.14,223,22388.1,20464.6,3292.25,0.302725,1.093991,MEDIO,0.4918,1,1,
E016,Comercio,2023,6,2023-06-01,3536.19,2609.99,1107.29,3717.28,57,28938.89,24872.18,-0.05121,1.163504,ALTO,0.6872,8745.62,3908.29,2405.62,6313.91,143,28015.24,24993.04,2431.71,0.278049,1.120922,MEDIO,0.4962,1,1,
E016,Comercio,2023,7,2023-07-01,5061.06,2487.61,1439.77,3927.38,83,17178.71,18465.38,0.224,0.93032,MEDIO,0.5633,9562.21,4043.41,2560.69,6604.1,146,16880.61,17475.33,2958.11,0.309354,0.965968,MEDIO,0.5164,1,1,
E016,Comercio,2023,8,2023-08-01,4866.77,2516.39,1304.69,3821.08,64,25522.84,28754.33,0.214862,0.887617,MEDIO,0.5753,9858.32,4528.08,2302.53,6830.61,134,28208.87,27460.85,3027.71,0.307122,1.027239,MEDIO,0.505,1,1,
E016,Comercio,2023,9,2023-09-01,4688.72,1408.42,1292.81,2701.23,76,16044.8,13774.14,0.423887,1.164849,BAJO,0.4322,8020.18,3253.96,2205.29,5459.25,126,16706.04,13185.85,2560.93,0.31931,1.266967,MEDIO,0.4398,1,1,
E016,Comercio,2023,10,2023-10-01,3227.6,1553.75,833.04,2386.79,60,12618.45,11572.35,0.260506,1.090397,MEDIO,0.5118,6453.41,2706.78,1799.7,4506.49,117,13416.99,11491.04,1946.93,0.301689,1.167604,MEDIO,0.474,1,1,
E016,Comercio,2023,11,2023-11-01,4321.83,1367.5,1153.21,2520.71,129,12201.72,12482.94,0.416749,0.977472,MEDIO,0.4769,8300.19,3363.81,2079.58,5443.4,260,13757.45,12702.95,2856.79,0.344184,1.083012,MEDIO,0.4779,1,1,
E016,Comercio,2023,12,2023-12-01,4111.43,2601.71,1107.3,3709.01,96,31627.24,26639.43,0.097879,1.187234,MEDIO,0.5818,8944.62,4202.3,2481.58,6683.88,235,33842.49,26416.46,2260.74,0.252749,1.281114,MEDIO,0.4656,1,1,
E016,Comercio,2024,1,2024-01-01,4894.57,2026.62,1444.91,3471.53,90,17904.54,17427.61,0.290738,1.027366,MEDIO,0.512,9607.17,4141.86,2851.61,6993.47,164,17789.45,17230.29,2613.71,0.272058,1.032452,MEDIO,0.5194,1,1,
E016,Comercio,2024,2,2024-02-01,6637.96,2606.59,1732.01,4338.6,148,38117.89,34805.68,0.346395,1.095163,BAJO,0.4743,12875.54,5761.82,4197.87,9959.69,295,38319.21,33591.89,2915.85,0.226464,1.140728,MEDIO,0.5167,1,1,
E016,Comercio,2024,3,2024-03-01,6736.91,2982.59,1651.28,4633.86,105,27060.03,24581.52,0.312168,1.100828,MEDIO,0.4862,12865.12,5651.93,3197.0,8848.94,201,29279.1,23685.47,4016.18,0.312176,1.236163,MEDIO,0.4512,1,1,
E016,Comercio,2024,4,2024-04-01,6554.36,3470.79,1631.55,5102.34,82,35898.91,31300.07,0.221535,1.146927,MEDIO,0.5177,12509.34,5775.71,3499.77,9275.48,168,36139.3,29563.62,3233.86,0.258516,1.222425,MEDIO,0.479,1,1,
E016,Comercio,2024,5,2024-05-01,6106.06,2409.99,1604.03,4014.02,120,53182.16,39103.47,0.342617,1.360037,BAJO,0.4043,14305.75,6504.59,4106.81,10611.4,288,51083.86,38566.36,3694.35,0.258242,1.32457,MEDIO,0.4506,1,1,
E016,Comercio,2024,6,2024-06-01,4498.3,2091.68,1171.3,3262.98,79,29898.96,25416.56,0.274618,1.176358,MEDIO,0.4837,7891.01,3499.25,1821.37,5320.62,138,28925.4,25880.15,2570.39,0.325737,1.117668,MEDIO,0.4767,1,1,
E016,Comercio,2024,7,2024-07-01,5914.54,3133.03,1497.62,4630.65,86,29677.05,25407.15,0.217073,1.168059,MEDIO,0.5147,11228.45,5016.24,2926.26,7942.51,173,29264.95,24814.13,3285.94,0.292644,1.179367,MEDIO,0.4748,1,1,
E016,Comercio,2024,8,2024-08-01,7634.9,2704.83,1794.0,4498.83,78,37606.48,36053.51,0.410755,1.043074,BAJO,0.4651,11512.71,5248.35,3172.62,8420.97,117,38669.33,35772.76,3091.75,0.268551,1.080971,MEDIO,0.5102,1,1,
E016,Comercio,2024,9,2024-09-01,6801.15,2170.76,1883.06,4053.82,145,22083.37,16382.85,0.403951,1.347957,BAJO,0.3873,12004.63,4892.96,2957.34,7850.31,243,22674.41,16136.54,4154.32,0.34606,1.405159,BAJO,0.39,1,1,
E016,Comercio,2024,10,2024-10-01,5328.43,3001.86,1404.98,4406.84,129,21885.43,21906.29,0.172958,0.999048,MEDIO,0.579,10269.26,4466.42,2555.97,7022.39,250,22768.25,21729.47,3246.87,0.316174,1.047806,MEDIO,0.4968,1,1,
E016,Comercio,2024,11,2024-11-01,5056.82,2321.7,1365.93,3687.63,98,21617.36,18730.71,0.27076,1.154113,MEDIO,0.4913,8787.72,4170.48,2080.75,6251.23,184,22928.18,18525.61,2536.5,0.288641,1.237648,MEDIO,0.4609,1,1,
E016,Comercio,2024,12,2024-12-01,4299.53,1976.98,1377.3,3354.28,58,20994.53,21788.47,0.219849,0.963561,MEDIO,0.5595,9434.92,4236.12,3034.62,7270.74,132,21744.34,21938.55,2164.18,0.22938,0.991147,MEDIO,0.5491,1,1,
E016,Comercio,2025,1,2025-01-01,7384.31,3897.45,2043.46,5940.91,103,37777.16,29757.47,0.195469,1.269502,MEDIO,0.4992,12660.85,5601.89,3680.12,9282.02,206,36397.45,30369.51,3378.83,0.266873,1.198486,MEDIO,0.4815,1,1,
E016,Comercio,2025,2,2025-02-01,6330.58,3085.67,2058.3,5143.96,74,20849.02,19771.21,0.187441,1.054514,MEDIO,0.5587,13460.37,6037.18,3884.84,9922.01,161,20794.91,19046.32,3538.35,0.262872,1.091807,MEDIO,0.5103,1,1,
E016,Comercio,2025,3,2025-03-01,4579.08,1818.52,1316.65,3135.18,110,28950.58,26679.8,0.315327,1.085113,MEDIO,0.4887,9352.01,3746.15,2572.81,6318.95,222,27885.72,25378.42,3033.06,0.324321,1.098796,MEDIO,0.4818,1,1,
E016,Comercio,2025,4,2025-04-01,6515.57,3106.5,1502.29,4608.79,62,23349.53,17285.88,0.292649,1.350786,BAJO,0.4271,10763.84,5164.64,2556.56,7721.2,97,24091.39,16681.31,3042.64,0.282672,1.444215,BAJO,0.4046,1,1,
E016,Comercio,2025,5,2025-05-01,5427.61,1942.01,1397.84,3339.85,77,24459.08,23076.75,0.384655,1.059901,BAJO,0.4693,9340.55,3882.88,2307.81,6190.69,136,25295.18,20890.3,3149.87,0.337225,1.210858,MEDIO,0.4482,1,1,
E016,Comercio,2025,6,2025-06-01,4163.89,1480.03,1165.98,2646.01,73,16782.58,17579.92,0.364534,0.954645,MEDIO,0.4976,6846.84,3155.68,1825.81,4981.49,114,17663.42,16537.2,1865.35,0.272439,1.068102,MEDIO,0.5113,1,1,
E016,Comercio,2025,7,2025-07-01,5387.49,2049.74,1314.06,3363.8,82,19613.22,17211.12,0.375628,1.139567,BAJO,0.4532,9060.71,3880.41,2365.2,6245.61,149,18580.57,15800.75,2815.09,0.310692,1.175929,MEDIO,0.468,1,1,
E016,Comercio,2025,8,2025-08-01,6256.21,3197.47,1666.02,4863.49,136,27918.68,29068.23,0.222613,0.960453,MEDIO,0.5586,11926.39,5378.92,3077.86,8456.78,263,30327.22,26837.73,3469.62,0.290919,1.130022,MEDIO,0.4882,1,1,
E016,Comercio,2025,9,2025-09-01,4619.3,2670.13,1019.84,3689.97,81,27410.88,23837.31,0.201184,1.149915,MEDIO,0.5281,10215.18,5091.05,2415.48,7506.53,168,27421.58,23120.45,2708.64,0.265159,1.186032,MEDIO,0.4856,1,1,
E016,Comercio,2025,10,2025-10-01,5689.57,2436.37,1589.03,4025.4,100,38126.05,40008.67,0.292495,0.952945,MEDIO,0.526,12697.68,5127.36,3142.62,8269.98,210,38281.81,37913.95,4427.71,0.348702,1.009702,MEDIO,0.4924,1,1,
E016,Comercio,2025,11,2025-11-01,2667.05,2385.8,679.86,3065.66,36,15812.42,12389.76,-0.149458,1.276249,ALTO,0.7143,6720.32,3099.22,1723.39,4822.61,98,15751.39,12248.54,1897.71,0.282384,1.28598,MEDIO,0.4502,1,1,
E016,Comercio,2025,12,2025-12-01,4012.72,2424.68,1222.01,3646.69,62,26591.24,27172.83,0.091216,0.978597,MEDIO,0.6346,10450.52,4607.95,3846.82,8454.77,162,28197.51,27314.62,1995.75,0.190971,1.032323,MEDIO,0.5616,1,1,
E017,Servicios,2021,1,2021-01-01,4917.59,3592.42,1339.58,4932.0,116,22594.68,23159.73,-0.002929,0.975602,ALTO,0.6984,9054.17,5083.24,2297.2,7380.44,227,24237.6,22818.57,1673.73,0.184858,1.062187,MEDIO,0.5585,1,1,
E017,Servicios,2021,2,2021-02-01,3846.73,2847.92,821.6,3669.52,98,23718.41,21123.9,0.046066,1.122823,MEDIO,0.6329,10377.4,5055.51,2406.82,7462.33,262,25209.98,21551.43,2915.07,0.280906,1.169759,MEDIO,0.4825,1,1,
E017,Servicios,2021,3,2021-03-01,2064.58,1847.26,582.59,2429.85,47,20923.13,19675.3,-0.176926,1.063421,ALTO,0.783,5809.3,3103.41,1581.56,4684.97,124,19571.3,19618.42,1124.33,0.19354,0.997598,MEDIO,0.5673,1,1,
E017,Servicios,2021,4,2021-04-01,7138.45,4766.99,1370.07,6137.06,153,58885.49,68404.69,0.140282,0.86084,MEDIO,0.6231,14259.34,7623.96,3000.98,10624.94,329,64780.02,66623.44,3634.4,0.254879,0.972331,MEDIO,0.5398,1,1,
E017,Servicios,2021,5,2021-05-01,6163.42,3148.71,1292.21,4440.92,129,28096.62,32726.37,0.279472,0.858531,MEDIO,0.5474,9710.64,4648.28,1856.43,6504.71,185,29031.45,31602.63,3205.93,0.330146,0.91864,MEDIO,0.5165,1,1,
E017,Servicios,2021,6,2021-06-01,3397.66,1740.83,752.59,2493.43,58,14407.51,17741.93,0.266133,0.81206,MEDIO,0.56,5889.81,3004.44,1203.72,4208.17,115,15082.07,17455.19,1681.64,0.285517,0.864045,MEDIO,0.5439,1,1,
E017,Servicios,2021,7,2021-07-01,4072.82,3272.24,1094.94,4367.18,80,34367.68,34357.94,-0.072275,1.000283,ALTO,0.7383,8334.45,5028.7,1827.83,6856.53,161,33523.84,33750.7,1477.92,0.177327,0.993278,MEDIO,0.5776,1,1,
E017,Servicios,2021,8,2021-08-01,4002.96,3009.19,851.61,3860.8,108,20144.39,24658.32,0.035512,0.816941,ALTO,0.6981,10690.36,5434.37,2464.0,7898.36,263,20262.21,23311.96,2791.99,0.261169,0.869176,MEDIO,0.5544,1,1,
E017,Servicios,2021,9,2021-09-01,4391.6,2179.17,983.31,3162.48,69,19745.28,22071.99,0.279881,0.894585,MEDIO,0.5417,8430.06,4315.6,2086.86,6402.46,135,20282.96,21147.49,2027.61,0.240521,0.959119,MEDIO,0.5495,1,1,
E017,Servicios,2021,10,2021-10-01,3375.17,1438.21,1421.7,2859.91,65,10290.58,13133.87,0.152662,0.783515,MEDIO,0.6257,5577.84,2932.62,2408.32,5340.95,108,10450.68,12632.12,236.89,0.04247,0.82731,ALTO,0.6921,1,1,
E017,Servicios,2021,11,2021-11-01,3677.93,2031.38,1040.54,3071.92,75,36772.53,38438.08,0.164769,0.956669,MEDIO,0.5921,9274.79,4699.71,2327.92,7027.62,183,37079.53,38093.82,2247.16,0.242287,0.973374,MEDIO,0.5459,1,1,
E017,Servicios,2021,12,2021-12-01,2361.55,1521.86,371.97,1893.83,52,13042.8,16045.48,0.198056,0.812864,MEDIO,0.5953,5105.05,2724.0,906.54,3630.54,113,13773.12,15856.82,1474.51,0.288833,0.868593,MEDIO,0.5417,1,1,
E017,Servicios,2022,1,2022-01-01,4885.3,2607.04,977.82,3584.86,134,14967.52,20032.94,0.266194,0.747146,MEDIO,0.5677,7994.16,4372.24,1655.98,6028.23,199,15897.65,19873.79,1965.93,0.245921,0.799931,MEDIO,0.5715,1,1,
E017,Servicios,2022,2,2022-02-01,4698.1,2632.28,952.87,3585.14,118,24830.36,30651.57,0.236896,0.810084,MEDIO,0.5747,10594.79,5417.99,2226.56,7644.55,272,24569.96,30080.24,2950.23,0.278461,0.816814,MEDIO,0.5537,1,1,
E017,Servicios,2022,3,2022-03-01,4756.83,2573.87,1249.22,3823.08,83,28922.82,30950.44,0.196296,0.934488,MEDIO,0.5777,8510.5,3864.42,2122.44,5986.86,151,29425.71,31518.47,2523.64,0.296532,0.933602,MEDIO,0.5277,1,1,
E017,Servicios,2022,4,2022-04-01,4770.34,2608.59,933.58,3542.17,126,22584.06,21865.83,0.257458,1.032847,MEDIO,0.5263,9119.43,4646.6,1695.77,6342.37,249,22823.47,22480.92,2777.06,0.304521,1.015237,MEDIO,0.5086,1,1,
